b_cate,m_cate,s_href,s_cate,book_img,book_name,book_url,book_desc,book_price,book_author,book_publish_data,book_press,book_comment
期刊音像,音乐,http://category.dangdang.com/cp03.10.00.00.00.00.html,民乐,http://img3m4.ddimg.cn/56/6/23487014-1_b_1.jpg, 心香-段皑皑二胡独奏专辑 ,http://product.dangdang.com/23487014.html,,¥46.60,,None,,5条评论
期刊音像,音乐,http://category.dangdang.com/cp03.10.00.00.00.00.html,民乐,http://img3m7.ddimg.cn/44/20/1020896657-1_b_1.jpg, 新华书店原装正版 中国民族音乐 涟漪 戴晓莲古琴独奏专辑CD ,http://product.dangdang.com/1020896657.html,,¥95.00,,2017-02-23,上海音乐出版社,1条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/38/17/1525461140-1_b_1.jpg, PowerPoint 2003中文演示文稿考前冲刺与全真模拟（新大纲专用） 全国专业技术人员计算机应用能力考试命题研究 【文轩网正版图书】PowerPoint 2003中文演示文稿考前冲刺与全真模拟（新大纲专用） 全国专业技术人员计算机应用能力考试命题研究组 著作,http://product.dangdang.com/1525461140.html,《PowerPoint 2003中文演示文稿考前冲刺与全真模拟:新大纲专用》耐心细致地教您进行操作，帮助您顺利完成解题步骤，零基础也能轻松过关367道精编题目，全面覆盖新大纲考点，10套全真模拟试题，模拟真实考试环境，练习就像考试，考试就像练习时刻保持与国家考试题库高度统一，掌握*新考试动态，通过线上、电话等多种方式，及时准确地为您解答光盘安装、注册、使用操作和升级等所有问题，贴心更放心。,¥23.80,全国专业技术人员计算机应用能力考试命题研究组,2012-01-01,机械工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/3/11/1426550403-1_b_1.jpg, 中文WINDOWS XP操作系统 新思路教育科技研究中心 编 著作 【文轩网正版图书】中文WINDOWS XP操作系统 新思路教育科技研究中心 编 著作,http://product.dangdang.com/1426550403.html,,¥23.80,新思路教育科技研究中心,2013-06-01,机械工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/66/27/1407459603-1_b_1.jpg, 2级C++语言 全国计算机等级考试命题研究中心 著作 【文轩网正版图书】2级C++语言 全国计算机等级考试命题研究中心 著作,http://product.dangdang.com/1407459603.html,《全国计算机等级考试系列辅导用书？全国计算机等级考试笔试真题及*新模拟试卷:二级C++语言(2012年考试专用)(含公共基础知识)》：天合教育网，人气*旺的IT教育和技术社区，专家准确解析，详尽易懂，让学习高效、轻松配合*新考试大纲，内容新颖全面，命中率高，同等价格，给您超值的收获，海量题库，重点、难点突出，智能、标准评分。 品牌作者团队倾力编写、高准确率、高通过率、*实用、*可靠的计算机等级考试备考工具、《全国计算机等级考试系列辅导用书？全国计算机等级考试笔试真题及*新模拟试卷:二级C++语言(2012年考试专用)》包含：4套专家预测试卷、2套考前冲刺试卷、*近3次等考真题、配套光盘——上机考试模拟系统、海量全新考试题库，全面覆盖所有考点、很大程度模拟考试环境，不断提高考试技能、实战演练，助您一次过关。,¥19.20,全国计算机等级考试命题研究中心,2012-01-01,机械工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/49/15/1407695503-1_b_1.jpg, 全国计算机等级考试上机考试考点详解与命题剖析 新思路教育科技研究中心 编 著作 【文轩网正版图书】全国计算机等级考试上机考试考点详解与命题剖析 新思路教育科技研究中心 编 著作,http://product.dangdang.com/1407695503.html,,¥21.10,新思路教育科技研究中心,2014-01-01,机械工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/25/2/1386962503-1_b_1.jpg, 2013全国计算机等级考试一本通关六合一 二级公共基础知识与Visual Basic语言程序设计 新思路教育科技研究中 【文轩网正版图书】2013全国计算机等级考试一本通关六合一 二级公共基础知识与Visual Basic语言程序设计 新思路教育科技研究中心 编 著作,http://product.dangdang.com/1386962503.html,,¥28.00,新思路教育科技研究中心,2013-01-01,机械工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/59/23/1438346903-1_b_1.jpg, Word 2003中文字处理考前冲刺与全真模拟 无 著作 全国专业技术人员计算机应用能力考试命题研究组 编者 【文轩网正版图书】Word 2003中文字处理考前冲刺与全真模拟 无 著作 全国专业技术人员计算机应用能力考试命题研究组 编者,http://product.dangdang.com/1438346903.html,,¥23.80,,2014-03-01,机械工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/55/14/1439821603-1_b_1.jpg," 系统集成项目管理工程师考试考眼分析与样卷解析 徐建军,吴蕾 主编 著作 【文轩网正版图书】系统集成项目管理工程师考试考眼分析与样卷解析 徐建军,吴蕾 主编 著作",http://product.dangdang.com/1439821603.html,,¥63.20,徐建军吴蕾,2015-05-01,机械工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/73/7/1427319703-1_b_1.jpg, INTERNET应用 新思路教育科技研究中心 编 著作 【文轩网正版图书】INTERNET应用 新思路教育科技研究中心 编 著作,http://product.dangdang.com/1427319703.html,,¥23.80,新思路教育科技研究中心,2013-06-01,机械工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/12/30/1394930703-1_b_1.jpg, 全国计算机等级考试一本通关六合一 新思路教育科技研究中心 编 著作 【文轩网正版图书】全国计算机等级考试一本通关六合一 新思路教育科技研究中心 编 著作,http://product.dangdang.com/1394930703.html,兰天静等编著的《二级公共基础知识与visual foxpro数据库程序设计》把原本繁杂的知识分成一个考点一个考点地去讲解，条理清晰、目标明确。除此之外，考点分等级，各知识点讲解详细，相当于一本精简版教程，对于有可能考核的内容做到一网打尽。还记得每次考试前，都希望老师能给我们“画重点”吗?画出一些重要的内容，大多都是必考的。我们推出的“画书法”就是这样的道理，使用各类标记符号为你提前把必考点和常考点一一标明，这些也就是学习的重点。,¥28.00,新思路教育科技研究中心,2014-01-01,机械工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/40/11/1426920403-1_b_1.jpg, WORD 2003中文字处理 新思路教育科技研究中心 编 著作 【文轩网正版图书】WORD 2003中文字处理 新思路教育科技研究中心 编 著作,http://product.dangdang.com/1426920403.html,,¥23.80,新思路教育科技研究中心,2013-06-01,机械工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/6/32/1379951403-1_b_1.jpg, 系统集成项目管理工程师考试考眼分析与样卷解析 软考新大纲研究组 著作 【文轩网正版图书】系统集成项目管理工程师考试考眼分析与样卷解析 软考新大纲研究组 著作,http://product.dangdang.com/1379951403.html,,¥63.20,软考新大纲研究组,2013-04-01,机械工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/14/17/1426175303-1_b_1.jpg, 2014年计算机网络联考复习指导 王道论坛 编 著作 【文轩网正版图书】2014年计算机网络联考复习指导 王道论坛 编 著作,http://product.dangdang.com/1426175303.html,,¥29.60,王道论坛,2013-07-01,电子工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/38/20/1401813803-1_b_2.jpg, 信息安全工程师教程 张焕国 主编 【文轩网正版图书】信息安全工程师教程 张焕国 主编,http://product.dangdang.com/1401813803.html,,¥108.80,张焕国,2016-07-01,清华大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/30/29/1403258403-1_b_1.jpg, 王道考研系列 2020(4册) 王道论坛 编 【文轩网正版图书】王道考研系列 2020(4册) 王道论坛 编,http://product.dangdang.com/1403258403.html,,¥177.80,,2019-01-01,中国水利水电出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/61/12/1541573710-1_b_1.jpg, 思科网络实验室路由.交换实验指南(第3版) 梁广民 著 【文轩网正版图书】思科网络实验室路由.交换实验指南(第3版) 梁广民 著,http://product.dangdang.com/1541573710.html,本书从实际应用出发，以实验为依托，结合目前企业对网络技术的需求，从配置到应用，逐渐展开，在讲述实例或开发项目的过程中，将知识融入其中，使读者在实验中学习和领会网络基本原理。,¥77.40,梁广民,2018-03-01,电子工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m2.ddimg.cn/42/14/1026371652-1_b_1.jpg, 用多媒体学AutoCAD2014 dvd碟片（不含书） 正品保证，好品质好质量 本店销售产品均为正版，请您放心购买！如有疑问可联系在线客服或拨打电话01062604095 QQ514574705,http://product.dangdang.com/1026371652.html,,¥60.00,育蝶,2015-08-13,北京中电电子出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m2.ddimg.cn/87/30/1027227552-1_b_1.jpg, 用多媒体学Dreamweaver CS6 dvd碟片（不含书） 正品保证，好品质好质量 本店销售产品均为正版，请您放心购买！如有疑问可联系在线客服或拨打电话01062604095,http://product.dangdang.com/1027227552.html,,¥52.00,育蝶,2015-08-01,北京中电电子出版社,1条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m2.ddimg.cn/62/2/1027343852-1_b_1.jpg, 用多媒体学coreldraw X6 dvd碟片（不含书） 正品保证，好品质好质量 本店销售产品均为正版，请您放心购买！如有疑问可联系在线客服或拨打电话01062604095,http://product.dangdang.com/1027343852.html,,¥52.00,育蝶,2015-08-01,北京中电电子出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/8/13/1419304103-1_b_1.jpg, 2019版操作系统高分笔记 刘泱 主编 【文轩网正版图书】2019版操作系统高分笔记 刘泱 主编,http://product.dangdang.com/1419304103.html,,¥36.00,刘泱,2018-01-01,机械工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m7.ddimg.cn/31/6/1150090357-1_b_1.jpg, 微型计算机原理及应用课程练习册 秦晓红 主编 【文轩正版图书】,http://product.dangdang.com/1150090357.html,,¥8.10,秦晓红,2017-04-01,西北工业大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m9.ddimg.cn/67/9/1017110029-1_b_5.jpg, Internet实用技术 南京大学出版社 【文轩正版图书】,http://product.dangdang.com/1017110029.html,《internet实用技术》：信息管理研究型课程书系。,¥47.70,邓三鸿苏新宁,2010-07-01,南京大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/91/5/1430588503-1_b_1.jpg, 新版无纸化上机考试题库二级Visual Basic 天合教育金版一考通研究中心 编 著作 【文轩网正版图书】新版无纸化上机考试题库二级Visual Basic 天合教育金版一考通研究中心 编 著作,http://product.dangdang.com/1430588503.html,,¥20.40,天合教育金版一考通研究中心,2013-11-01,中国经济出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/69/34/1384175103-1_b_1.jpg," 全国计算机等级考试历年真题与机考题库 全国计算机等级考试命题研究中心,未来教育教学与研究中心 编著 【文轩网正版图书】全国计算机等级考试历年真题与机考题库 全国计算机等级考试命题研究中心,未来教育教学与研究中心 编著",http://product.dangdang.com/1384175103.html,,¥21.80,全国计算机等级考试命题研究中心未来教育教学与研究中心,2018-01-01,人民邮电出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/74/0/1399936403-1_b_1.jpg, 全国计算机等级考试二级MS OFFICE高级应用一本通关 编者:全国计算机等级考试命题研究中心//未来教育教学与研究中 【文轩网正版图书】全国计算机等级考试二级MS OFFICE高级应用一本通关 编者:全国计算机等级考试命题研究中心//未来教育教学与研究中心 著作,http://product.dangdang.com/1399936403.html,,¥38.80,全国计算机等级考试命题研究中心未来教育教学与研究中心,2018-03-01,人民邮电出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/45/17/1382766903-1_b_1.jpg, 全国计算机等级考试无纸化专用套装三合一上机考试题库 全国计算机等级考试命题研究室 等 著作 【文轩网正版图书】全国计算机等级考试无纸化专用套装三合一上机考试题库 全国计算机等级考试命题研究室 等 著作,http://product.dangdang.com/1382766903.html,,¥23.80,全国计算机等级考试命题研究室,2013-03-01,北京理工大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m2.ddimg.cn/55/11/1528758352-1_b_1.jpg, 王道考研系列 计算机专业基础综合考试最后8套模拟题 2019年 电子工业出版社 【文轩正版图书】,http://product.dangdang.com/1528758352.html,,¥39.80,王道论坛,2018-10-01,电子工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m2.ddimg.cn/46/25/1528823782-1_b_1.jpg, 王道考研系列 计算机专业基础综合考试最后8套模拟题 2019年 电子工业出版社 【好评返5元店铺礼券】,http://product.dangdang.com/1528823782.html,,¥39.80,王道论坛,2018-10-01,电子工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m2.ddimg.cn/61/12/1528804492-1_b_1.jpg, (2019)全国硕士研究生招生考试计算机专业基础综合考试解析 高等教育出版社 【好评返5元店铺礼券】,http://product.dangdang.com/1528804492.html,,¥65.50,全国考研计算机配套教材编委会,2017-04-01,高等教育出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m2.ddimg.cn/10/0/1528764742-1_b_1.jpg, (2019)全国硕士研究生招生考试计算机专业基础综合考试解析 高等教育出版社 【好评返5元店铺礼券】,http://product.dangdang.com/1528764742.html,,¥65.50,全国考研计算机配套教材编委会,2017-04-01,高等教育出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/22/9/1526122840-1_b_2.jpg, 二级VISUAL BASIC/全国计算机等级考试无纸化真考题库 全国计算机等级考试命题研究室//虎奔教育教研中心 著作 【文轩网正版图书】二级VISUAL BASIC/全国计算机等级考试无纸化真考题库 全国计算机等级考试命题研究室//虎奔教育教研中心 著作,http://product.dangdang.com/1526122840.html,,¥19.40,全国计算机等级考试命题研究室虎奔教育教研中心,2015-01-01,清华大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/47/28/1526117420-1_b_1.jpg," 全国计算机等级考试历年真题与标准题库 全国计算机等级考试命题研究中心,未来教育教学与研究中心 编著 著作 【文轩网正版图书】全国计算机等级考试历年真题与标准题库 全国计算机等级考试命题研究中心,未来教育教学与研究中心 编著 著作",http://product.dangdang.com/1526117420.html,精选每次考试后的新增经典真题，并整理成册。 旨在帮助考生总结历年考点，把握真考动向，顺利通过考试。,¥20.90,全国计算机等级考试命题研究中心未来教育教学与研究中心,2015-01-01,人民邮电出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/53/3/1525694300-1_b_1.jpg, 王道考研系列 计算机专业基础综合考试最后8套模拟题 2019年 王道论坛 著 王道论坛 编 【文轩网正版图书】王道考研系列 计算机专业基础综合考试最后8套模拟题 2019年 王道论坛 著 王道论坛 编,http://product.dangdang.com/1525694300.html,,¥37.90,王道论坛,2018-10-01,电子工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/36/1/1525676760-1_b_1.jpg, (2019)全国硕士研究生招生考试计算机专业基础综合考试解析 全国考研计算机配套教材编委会 著作 【文轩网正版图书】(2019)全国硕士研究生招生考试计算机专业基础综合考试解析 全国考研计算机配套教材编委会 著作,http://product.dangdang.com/1525676760.html,,¥62.40,全国考研计算机配套教材编委会,2017-04-01,高等教育出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/69/24/1525633530-1_b_1.jpg, 2014年全国计算机等级考试超级题库 全国计算机等级考试命题研究组 编 著作 【文轩网正版图书】2014年全国计算机等级考试超级题库 全国计算机等级考试命题研究组 编 著作,http://product.dangdang.com/1525633530.html,,¥25.80,全国计算机等级考试命题研究组,2014-01-01,北京邮电学院出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/45/9/1525625190-1_b_1.jpg, 全国计算机等级考试无纸化真考三合一二级Visual FoxPro 全国计算机等级考试命题研究室//虎奔教育教研中心 著 【文轩网正版图书】全国计算机等级考试无纸化真考三合一二级Visual FoxPro 全国计算机等级考试命题研究室//虎奔教育教研中心 著作,http://product.dangdang.com/1525625190.html,,¥25.90,全国计算机等级考试命题研究室虎奔教育教研中心,2015-01-01,清华大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/65/13/1525598480-1_b_1.jpg, 信息系统项目管理师考试金色重点暨试题分类详解 薛大龙 主编 著作 【文轩网正版图书】信息系统项目管理师考试金色重点暨试题分类详解 薛大龙 主编 著作,http://product.dangdang.com/1525598480.html,,¥69.50,薛大龙,2015-03-01,电子工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/83/6/1525587410-1_b_2.jpg," 全国计算机等级考试无纸化真考三合一 全国计算机等级考试命题研究室,虎奔教育教研中心 编著 著作 【文轩网正版图书】全国计算机等级考试无纸化真考三合一 全国计算机等级考试命题研究室,虎奔教育教研中心 编著 著作",http://product.dangdang.com/1525587410.html,1 知识点讲解直击真考 深入分析和研究历年考试真题，结合近期新考试大纲和无纸化考试的命题规律，知识点的安排接近依据真考考点，并将典型真考试题作为例题讲解，使考生在初学时就能掌握知识点的考试形式。 2 课后题查缺补漏 为巩固考生对重要知识点的把握，本书每章均配有课后习题。习题均出自无纸化真考题库，具有典型性和很强的针对性。 3 无纸化真考环境 配套光盘接近模拟真实考试环境，其中包括四大功能模块：选择题、操作题日常练习系统，强化练习系统，接近仿真的模拟考试系统及真人高清名师讲堂系统。同时软件中配有所有试题的答案， 方便有需要的考生查阅或打印。 生答疑解惑；考前一周冲刺专题，还可以通过虎奔软件自动获取考前预测试卷；考后靠前时间点评专题，帮助考生提前预测考试成绩。,¥25.90,全国计算机等级考试命题研究室虎奔教育教研中心,2015-01-01,清华大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/60/0/1525585110-1_b_1.jpg, 2013年全国计算机等级考试上机考试与题库解析:三级网络技术(第3版) 全国计算机等级考试命题研究组 编 著作 【文轩网正版图书】2013年全国计算机等级考试上机考试与题库解析:三级网络技术(第3版) 全国计算机等级考试命题研究组 编 著作,http://product.dangdang.com/1525585110.html,,¥23.00,全国计算机等级考试命题研究组,2013-01-01,北京邮电学院出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/46/30/1525568860-1_b_1.jpg, 2013年全国计算机等级考试历年真题必练(笔试+上机).2级Visual Basic(第3版) 全国计算机等级考试命题 【文轩网正版图书】2013年全国计算机等级考试历年真题必练(笔试+上机).2级Visual Basic(第3版) 全国计算机等级考试命题研究组 著作,http://product.dangdang.com/1525568860.html,,¥18.90,全国计算机等级考试命题研究组,2013-01-01,北京邮电学院出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/15/18/1525559820-1_b_2.jpg," 全国计算机等级考试无纸化专用题库 全国计算机等级考试命题研究室,虎奔教育教研中心 著作 【文轩网正版图书】全国计算机等级考试无纸化专用题库 全国计算机等级考试命题研究室,虎奔教育教研中心 著作",http://product.dangdang.com/1525559820.html,,¥18.60,全国计算机等级考试命题研究室虎奔教育教研中心,2013-10-01,北京理工大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/59/12/1525552340-1_b_1.jpg, 全国计算机等级考试考点分析.题解与模拟:二级Access(*版) 全国计算机等级考试命题研究中心 著 【文轩网正版图书】全国计算机等级考试考点分析.题解与模拟:二级Access(*版) 全国计算机等级考试命题研究中心 著,http://product.dangdang.com/1525552340.html,,¥25.90,全国计算机等级考试命题研究中心,2013-01-01,电子工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/39/1/1525551330-1_b_1.jpg," 全国计算机等级考试无纸化专用题库 全国计算机等级考试命题研究室,虎奔教育教研中心 著作 【文轩网正版图书】全国计算机等级考试无纸化专用题库 全国计算机等级考试命题研究室,虎奔教育教研中心 著作",http://product.dangdang.com/1525551330.html,,¥18.60,全国计算机等级考试命题研究室虎奔教育教研中心,2012-10-01,北京理工大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/55/8/1525545010-1_b_2.jpg, 2014年全国计算机等级考试超级题库 全国计算机等级考试命题研究组 编 著作 【文轩网正版图书】2014年全国计算机等级考试超级题库 全国计算机等级考试命题研究组 编 著作,http://product.dangdang.com/1525545010.html,,¥25.80,全国计算机等级考试命题研究组,2014-01-01,北京邮电学院出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/50/26/1525544510-1_b_2.jpg," 全国计算机等级考试新版无纸化上机考试临考冲刺模拟实战 全国计算机等级考试命题研究中心,天合教育金版一考通研究中心 编 【文轩网正版图书】全国计算机等级考试新版无纸化上机考试临考冲刺模拟实战 全国计算机等级考试命题研究中心,天合教育金版一考通研究中心 编 著作",http://product.dangdang.com/1525544510.html,,¥11.70,全国计算机等级考试命题研究中心天合教育金版一考通研究中心,2013-05-01,中国经济出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/33/1/1525545780-1_b_2.jpg, 全国计算机等级考试无纸化专用套装三合一 全国计算机等级考试命题研究室 等 著作 【文轩网正版图书】全国计算机等级考试无纸化专用套装三合一 全国计算机等级考试命题研究室 等 著作,http://product.dangdang.com/1525545780.html,,¥23.40,全国计算机等级考试命题研究室,2013-03-01,北京理工大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/75/9/1525543050-1_b_2.jpg, 全国计算机等级考试三级网络技术真题透解与强化训练(*版) 郭春柱 编著 著 【文轩网正版图书】全国计算机等级考试三级网络技术真题透解与强化训练(*版) 郭春柱 编著 著,http://product.dangdang.com/1525543050.html,新理念、新思路、新攻略。 很翔实的试题解析，零起点，一本通；很丰富的案例题库，内容新，重实效；多角度的试题剖析，重推理，新思路；多方面的学习方案，节奏紧，效果好。,¥15.00,郭春柱,2009-12-01,电子工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/52/12/1525539760-1_b_2.jpg," 全国计算机等级考试真题汇编与专用题库 无 著作 全国计算机等级考试命题研究中心,未来教育教学与研究中心 编者 【文轩网正版图书】全国计算机等级考试真题汇编与专用题库 无 著作 全国计算机等级考试命题研究中心,未来教育教学与研究中心 编者",http://product.dangdang.com/1525539760.html,,¥29.60,,2014-02-01,人民邮电出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/97/23/1525533370-1_b_1.jpg, 2013年全国计算机等级考试历年真题必练(笔试+上机).2级Access(第3版) 全国计算机等级考试命题研究组 编 【文轩网正版图书】2013年全国计算机等级考试历年真题必练(笔试+上机).2级Access(第3版) 全国计算机等级考试命题研究组 编 著作,http://product.dangdang.com/1525533370.html,,¥18.90,全国计算机等级考试命题研究组,2013-01-01,北京邮电学院出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/30/20/1525526670-1_b_1.jpg, 全国职称计算机考试讲义.真题.预测三合一 无 著作 全国专业技术人员计算机应用能力考试命题研究中心 编者 【文轩网正版图书】全国职称计算机考试讲义.真题.预测三合一 无 著作 全国专业技术人员计算机应用能力考试命题研究中心 编者,http://product.dangdang.com/1525526670.html,,¥23.50,,2014-03-01,人民邮电出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/7/14/1525524370-1_b_2.jpg, 全国计算机等级考试无纸化专用题库 全国计算机等级考试命题研究室 虎奔教育教研中心 编 著作 【文轩网正版图书】全国计算机等级考试无纸化专用题库 全国计算机等级考试命题研究室 虎奔教育教研中心 编 著作,http://product.dangdang.com/1525524370.html,,¥18.50,全国计算机等级考试命题研究室虎奔教育教研中心,2012-10-01,北京理工大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/97/12/1525526440-1_b_1.jpg, 全国计算机等级考试无纸化模拟试卷 全国计算机等级考试命题研究室 虎奔教育教研中心 编 著作 【文轩网正版图书】全国计算机等级考试无纸化模拟试卷 全国计算机等级考试命题研究室 虎奔教育教研中心 编 著作,http://product.dangdang.com/1525526440.html,,¥11.80,全国计算机等级考试命题研究室虎奔教育教研中心,2012-10-01,北京理工大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/30/0/1525520730-1_b_1.jpg, 二级Visual FoxPro 全国计算机等级考试命题研究中心 未来教育教学与研究中心 等 著作 【文轩网正版图书】二级Visual FoxPro 全国计算机等级考试命题研究中心 未来教育教学与研究中心 等 著作,http://product.dangdang.com/1525520730.html,,¥15.30,全国计算机等级考试命题研究中心未来教育教学与研究中心,2014-01-01,人民邮电出版社,0条评论
